tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2012-07-28,148,28,36,288,26,288,O3,SANGAT TIDAK SEHAT,DKI2
2012-07-29,150,22,24,234,16,234,O3,SANGAT TIDAK SEHAT,DKI2
2012-07-30,107,21,33,215,20,215,O3,SANGAT TIDAK SEHAT,DKI2
2012-07-31,107,24,36,221,21,221,O3,SANGAT TIDAK SEHAT,DKI2
2012-08-01,123,27,36,236,25,236,O3,SANGAT TIDAK SEHAT,DKI2
2012-08-02,103,33,40,244,35,244,O3,SANGAT TIDAK SEHAT,DKI2
2012-08-03,81,25,37,216,20,216,O3,SANGAT TIDAK SEHAT,DKI2
2012-08-04,101,26,27,72,15,101,PM10,TIDAK SEHAT,DKI4
2012-08-05,139,25,16,73,15,139,PM10,TIDAK SEHAT,DKI4
2012-08-06,136,26,38,106,19,136,PM10,TIDAK SEHAT,DKI4
2012-08-07,97,23,36,146,25,146,O3,TIDAK SEHAT,DKI3
2012-08-08,83,25,34,125,24,125,O3,TIDAK SEHAT,DKI3
2012-08-09,171,31,32,71,26,171,PM10,TIDAK SEHAT,DKI4
2012-08-10,140,33,31,61,22,140,PM10,TIDAK SEHAT,DKI4
2012-08-11,114,32,22,97,17,114,PM10,TIDAK SEHAT,DKI4
2012-08-12,121,27,22,86,26,121,PM10,TIDAK SEHAT,DKI4
2012-08-13,132,25,37,95,20,132,PM10,TIDAK SEHAT,DKI4
2012-08-14,97,22,33,82,24,97,PM10,SEDANG,DKI4
2012-08-15,94,23,29,68,22,94,PM10,SEDANG,DKI4
2012-08-16,99,27,24,73,16,99,PM10,SEDANG,DKI4
2012-08-17,98,23,20,78,15,98,PM10,SEDANG,DKI4
2012-08-18,166,22,25,82,15,166,PM10,TIDAK SEHAT,DKI4
2012-08-19,109,21,27,73,11,109,PM10,TIDAK SEHAT,DKI4
2012-08-20,65,19,10,78,14,78,O3,SEDANG,DKI3
2012-08-21,72,23,25,78,11,78,O3,SEDANG,DKI3
2012-08-22,75,21,13,88,16,88,O3,SEDANG,DKI1
2012-08-23,85,22,18,125,13,125,O3,TIDAK SEHAT,DKI3
2012-08-24,89,29,16,99,15,99,O3,SEDANG,DKI3
2012-08-25,73,23,14,104,16,104,O3,TIDAK SEHAT,DKI3
2012-08-26,95,24,17,91,11,95,PM10,SEDANG,DKI4
2012-08-27,78,23,30,94,21,94,O3,SEDANG,DKI4
2012-08-28,128,45,33,115,20,128,PM10,TIDAK SEHAT,DKI4
2012-08-29,77,22,33,103,23,103,O3,TIDAK SEHAT,DKI3
2012-08-30,149,27,30,83,20,149,PM10,TIDAK SEHAT,DKI4
2012-08-31,106,28,27,90,18,106,PM10,TIDAK SEHAT,DKI4
2012-09-01,77,31,25,99,19,99,O3,SEDANG,DKI3
2012-09-02,128,40,25,127,20,128,PM10,TIDAK SEHAT,DKI4
2012-09-03,77,26,32,97,20,97,O3,SEDANG,DKI3
2012-09-04,82,33,29,89,22,89,O3,SEDANG,DKI3
2012-09-05,71,29,33,112,26,112,O3,TIDAK SEHAT,DKI2
2012-09-06,84,27,31,124,20,124,O3,TIDAK SEHAT,DKI2
2012-09-07,78,26,31,109,21,109,O3,TIDAK SEHAT,DKI3
2012-09-08,74,25,27,65,19,74,PM10,SEDANG,DKI1
2012-09-09,71,24,18,96,21,96,O3,SEDANG,DKI1
2012-09-10,71,23,35,122,20,122,O3,TIDAK SEHAT,DKI3
2012-09-11,78,27,34,175,26,175,O3,TIDAK SEHAT,DKI3
2012-09-12,82,31,49,167,21,167,O3,TIDAK SEHAT,DKI3
2012-09-13,70,30,29,79,27,79,O3,SEDANG,DKI3
2012-09-14,84,37,28,144,25,144,O3,TIDAK SEHAT,DKI3
2012-09-15,131,54,27,218,29,218,O3,SANGAT TIDAK SEHAT,DKI2
2012-09-16,111,15,25,219,23,219,O3,SANGAT TIDAK SEHAT,DKI2
2012-09-17,178,20,38,224,19,224,O3,SANGAT TIDAK SEHAT,DKI2
2012-09-18,100,22,36,244,20,244,O3,SANGAT TIDAK SEHAT,DKI2
2012-09-19,101,33,34,89,18,101,PM10,TIDAK SEHAT,DKI4
2012-09-20,71,24,31,216,15,216,O3,SANGAT TIDAK SEHAT,DKI2
2012-09-21,79,27,34,258,27,258,O3,SANGAT TIDAK SEHAT,DKI2
2012-09-22,110,31,45,193,20,193,O3,TIDAK SEHAT,DKI2
2012-09-23,102,22,21,176,17,176,O3,TIDAK SEHAT,DKI2
2012-09-24,81,26,34,245,20,245,O3,SANGAT TIDAK SEHAT,DKI2
2012-09-25,77,26,37,238,20,238,O3,SANGAT TIDAK SEHAT,DKI2
2012-09-26,86,31,35,221,23,221,O3,SANGAT TIDAK SEHAT,DKI2
2012-09-27,65,26,32,222,25,222,O3,SANGAT TIDAK SEHAT,DKI2
2012-09-28,74,33,31,146,22,146,O3,TIDAK SEHAT,DKI2
2012-09-29,109,38,52,210,27,210,O3,SANGAT TIDAK SEHAT,DKI2
2012-09-30,89,32,52,215,18,215,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-01,98,27,47,219,15,219,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-02,92,31,34,295,17,295,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-03,96,30,69,236,22,236,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-04,76,27,44,201,27,201,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-05,65,25,47,238,18,238,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-06,66,28,54,212,20,212,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-07,62,26,27,210,16,210,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-08,83,27,37,238,20,238,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-09,92,34,52,205,19,205,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-10,69,30,32,288,22,288,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-11,74,27,31,261,19,261,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-12,69,31,29,266,20,266,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-13,109,35,55,129,18,129,O3,TIDAK SEHAT,DKI2
2012-10-14,93,27,46,235,10,235,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-15,139,32,63,228,21,228,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-16,92,29,42,257,17,257,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-17,116,35,52,275,17,275,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-18,111,29,41,249,15,249,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-19,86,29,40,274,25,274,O3,SANGAT TIDAK SEHAT,DKI3
2012-10-20,95,27,106,264,22,264,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-21,76,29,62,244,11,244,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-22,62,25,36,254,18,254,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-23,77,30,41,225,23,225,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-24,109,33,48,157,19,157,O3,TIDAK SEHAT,DKI2
2012-10-25,81,28,33,229,21,229,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-26,115,24,80,247,17,247,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-27,69,24,55,241,13,241,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-28,75,22,73,243,14,243,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-29,84,28,67,231,16,231,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-30,68,29,58,268,14,268,O3,SANGAT TIDAK SEHAT,DKI2
2012-10-31,72,31,42,278,21,278,O3,SANGAT TIDAK SEHAT,DKI2
2012-11-01,98,31,51,276,23,276,O3,SANGAT TIDAK SEHAT,DKI2
2012-11-02,85,35,72,270,24,270,O3,SANGAT TIDAK SEHAT,DKI2
2012-11-03,87,28,61,282,24,282,O3,SANGAT TIDAK SEHAT,DKI2
2012-11-04,85,29,72,314,20,314,O3,BERBAHAYA,DKI2
2012-11-05,79,29,78,297,27,297,O3,SANGAT TIDAK SEHAT,DKI2
2012-11-06,67,30,47,270,22,270,O3,SANGAT TIDAK SEHAT,DKI2
2012-11-07,80,33,65,243,28,243,O3,SANGAT TIDAK SEHAT,DKI2
2012-11-08,62,30,42,287,20,287,O3,SANGAT TIDAK SEHAT,DKI2
2012-11-09,53,26,31,264,15,264,O3,SANGAT TIDAK SEHAT,DKI2
2012-11-10,65,30,118,271,25,271,O3,SANGAT TIDAK SEHAT,DKI2
2012-11-11,60,25,28,267,22,267,O3,SANGAT TIDAK SEHAT,DKI2
2012-11-12,59,27,39,246,22,246,O3,SANGAT TIDAK SEHAT,DKI2
2012-11-13,62,26,40,270,18,270,O3,SANGAT TIDAK SEHAT,DKI2
2012-11-14,93,34,83,279,23,279,O3,SANGAT TIDAK SEHAT,DKI2
2012-11-15,73,30,134,261,17,261,O3,SANGAT TIDAK SEHAT,DKI2
2012-11-16,83,29,78,105,19,105,O3,TIDAK SEHAT,DKI4
2012-11-17,79,30,29,266,20,266,O3,SANGAT TIDAK SEHAT,DKI2
2012-11-18,47,23,17,57,12,57,O3,SEDANG,DKI1
2012-11-19,51,30,35,221,22,221,O3,SANGAT TIDAK SEHAT,DKI2
2012-11-20,58,30,43,261,19,261,O3,SANGAT TIDAK SEHAT,DKI2
2012-11-21,75,32,73,154,27,154,O3,TIDAK SEHAT,DKI2
2012-11-22,71,30,48,185,18,185,O3,TIDAK SEHAT,DKI2
2012-11-23,69,33,40,203,22,203,O3,SANGAT TIDAK SEHAT,DKI2
2012-11-24,53,30,31,200,18,200,O3,SANGAT TIDAK SEHAT,DKI2
2012-11-25,62,36,38,238,18,238,O3,SANGAT TIDAK SEHAT,DKI2
2012-11-26,58,34,40,203,18,203,O3,SANGAT TIDAK SEHAT,DKI2
2012-11-27,84,37,52,215,18,215,O3,SANGAT TIDAK SEHAT,DKI2
2012-11-28,62,30,47,227,16,227,O3,SANGAT TIDAK SEHAT,DKI2
2012-11-29,69,32,49,218,22,218,O3,SANGAT TIDAK SEHAT,DKI2
2012-11-30,76,30,76,137,22,137,O3,TIDAK SEHAT,DKI2
2012-12-01,59,30,61,106,18,106,O3,TIDAK SEHAT,DKI2
2012-12-02,66,26,85,222,15,222,O3,SANGAT TIDAK SEHAT,DKI2
2012-12-03,52,27,58,212,14,212,O3,SANGAT TIDAK SEHAT,DKI2
2012-12-04,46,31,64,202,16,202,O3,SANGAT TIDAK SEHAT,DKI2
2012-12-05,57,39,35,197,11,197,O3,TIDAK SEHAT,DKI5
2012-12-06,63,34,37,219,21,219,O3,SANGAT TIDAK SEHAT,DKI2
2012-12-07,74,13,58,221,19,221,O3,SANGAT TIDAK SEHAT,DKI4
2012-12-08,57,9,26,210,14,210,O3,SANGAT TIDAK SEHAT,DKI2
2012-12-09,58,7,38,228,16,228,O3,SANGAT TIDAK SEHAT,DKI2
2012-12-10,60,28,229,16,229,O3,SANGAT TIDAK SEHAT,DKI2
2012-12-11,70,13,31,209,19,209,O3,SANGAT TIDAK SEHAT,DKI3
2012-12-12,72,16,33,163,19,163,O3,TIDAK SEHAT,DKI2
2012-12-13,64,6,39,135,24,135,O3,TIDAK SEHAT,DKI2
2012-12-14,68,7,42,223,30,223,O3,SANGAT TIDAK SEHAT,DKI2
2012-12-15,63,5,61,214,17,214,O3,SANGAT TIDAK SEHAT,DKI2
2012-12-16,59,8,20,215,18,215,O3,SANGAT TIDAK SEHAT,DKI2
2012-12-17,53,7,32,124,20,124,O3,TIDAK SEHAT,DKI2
2012-12-18,49,8,39,107,19,107,O3,TIDAK SEHAT,DKI2
2012-12-19,65,6,51,168,18,168,O3,TIDAK SEHAT,DKI2
2012-12-20,66,12,33,155,20,155,O3,TIDAK SEHAT,DKI2
2012-12-21,55,9,29,185,14,185,O3,TIDAK SEHAT,DKI2
2012-12-22,52,2,39,217,12,217,O3,SANGAT TIDAK SEHAT,DKI2
2012-12-23,43,35,209,13,209,O3,SANGAT TIDAK SEHAT,DKI2
2012-12-24,53,9,21,178,13,178,O3,TIDAK SEHAT,DKI2
2012-12-25,45,20,192,10,192,O3,TIDAK SEHAT,DKI2
2012-12-26,38,31,205,16,205,O3,SANGAT TIDAK SEHAT,DKI2
2012-12-27,45,6,30,218,12,218,O3,SANGAT TIDAK SEHAT,DKI2
2012-12-28,47,23,210,11,210,O3,SANGAT TIDAK SEHAT,DKI2
2012-12-29,40,26,215,14,215,O3,SANGAT TIDAK SEHAT,DKI2
2012-12-30,38,20,215,10,215,O3,SANGAT TIDAK SEHAT,DKI2
2012-12-31,36,2,15,153,7,153,O3,TIDAK SEHAT,DKI2
2013-01-01,75,4,27,135,10,135,O3,TIDAK SEHAT,DKI2
2013-01-02,35,4,26,192,8,192,O3,TIDAK SEHAT,DKI2
2013-01-03,61,5,36,195,9,195,O3,TIDAK SEHAT,DKI2
2013-01-04,39,4,13,210,10,210,O3,SANGAT TIDAK SEHAT,DKI2
2013-01-05,53,5,14,111,8,111,O3,TIDAK SEHAT,DKI2
2013-01-06,32,3,20,150,9,150,O3,TIDAK SEHAT,DKI2
2013-01-07,28,4,14,170,11,170,O3,TIDAK SEHAT,DKI2
2013-01-08,33,2,25,31,6,33,PM10,BAIK,DKI4
2013-01-09,21,2,18,92,7,92,O3,SEDANG,DKI2
2013-01-10,24,4,16,76,6,76,O3,SEDANG,DKI2
2013-01-11,39,5,15,53,5,53,O3,SEDANG,DKI2
2013-01-12,38,7,16,140,6,140,O3,TIDAK SEHAT,DKI2
2013-01-13,37,3,37,154,11,154,O3,TIDAK SEHAT,DKI2
2013-01-14,49,4,26,171,13,171,O3,TIDAK SEHAT,DKI2
2013-01-15,53,3,40,154,22,154,O3,TIDAK SEHAT,DKI2
2013-01-16,54,6,37,159,20,159,O3,TIDAK SEHAT,DKI2
2013-01-17,59,8,42,186,18,186,O3,TIDAK SEHAT,DKI2
2013-01-18,49,3,37,202,27,202,O3,SANGAT TIDAK SEHAT,DKI2
2013-01-19,84,7,78,110,33,110,O3,TIDAK SEHAT,DKI2
2013-01-20,39,3,17,152,11,152,O3,TIDAK SEHAT,DKI2
2013-01-21,55,6,23,170,12,170,O3,TIDAK SEHAT,DKI2
2013-01-22,61,6,29,195,14,195,O3,TIDAK SEHAT,DKI2
2013-01-23,57,9,50,139,15,139,O3,TIDAK SEHAT,DKI2
2013-01-24,40,5,28,135,10,135,O3,TIDAK SEHAT,DKI2
2013-01-25,51,8,34,155,15,155,O3,TIDAK SEHAT,DKI2
2013-01-26,62,9,50,144,15,144,O3,TIDAK SEHAT,DKI2
2013-01-27,52,5,25,122,11,122,O3,TIDAK SEHAT,DKI2
2013-01-28,41,5,29,195,14,195,O3,TIDAK SEHAT,DKI2
2013-01-29,69,7,44,184,15,184,O3,TIDAK SEHAT,DKI2
2013-01-30,55,5,29,151,14,151,O3,TIDAK SEHAT,DKI2
2013-01-31,74,9,36,195,20,195,O3,TIDAK SEHAT,DKI2
2013-02-01,69,19,35,158,16,158,O3,TIDAK SEHAT,DKI2
2013-02-02,82,6,28,209,16,209,O3,SANGAT TIDAK SEHAT,DKI2
2013-02-03,69,21,63,135,22,135,O3,TIDAK SEHAT,DKI2
2013-02-04,87,14,55,128,25,128,O3,TIDAK SEHAT,DKI3
2013-02-05,59,9,37,158,21,158,O3,TIDAK SEHAT,DKI3
2013-02-06,52,7,28,151,14,151,O3,TIDAK SEHAT,DKI2
2013-02-07,59,9,57,213,21,213,O3,SANGAT TIDAK SEHAT,DKI2
2013-02-08,65,12,33,205,22,205,O3,SANGAT TIDAK SEHAT,DKI2
2013-02-09,70,7,34,180,30,180,O3,TIDAK SEHAT,DKI2
2013-02-10,65,20,38,185,19,185,O3,TIDAK SEHAT,DKI2
2013-02-11,72,21,50,164,23,164,O3,TIDAK SEHAT,DKI2
2013-02-12,70,17,35,158,20,158,O3,TIDAK SEHAT,DKI2
2013-02-13,51,10,31,213,19,213,O3,SANGAT TIDAK SEHAT,DKI2
2013-02-14,69,16,38,224,21,224,O3,SANGAT TIDAK SEHAT,DKI2
2013-02-15,59,11,34,196,17,196,O3,TIDAK SEHAT,DKI2
2013-02-16,49,7,21,174,11,174,O3,TIDAK SEHAT,DKI2
2013-02-17,33,5,20,134,10,134,O3,TIDAK SEHAT,DKI2
2013-02-18,45,8,33,153,15,153,O3,TIDAK SEHAT,DKI2
2013-02-19,44,7,32,104,14,104,O3,TIDAK SEHAT,DKI2
2013-02-20,58,8,42,145,13,145,O3,TIDAK SEHAT,DKI2
2013-02-21,54,7,44,152,19,152,O3,TIDAK SEHAT,DKI2
2013-02-22,50,6,25,64,11,64,O3,SEDANG,DKI2
2013-02-23,49,5,25,168,12,168,O3,TIDAK SEHAT,DKI2
2013-02-24,59,5,50,217,13,217,O3,SANGAT TIDAK SEHAT,DKI2
2013-02-25,52,6,24,134,15,134,O3,TIDAK SEHAT,DKI2
2013-02-26,57,5,31,213,14,213,O3,SANGAT TIDAK SEHAT,DKI2
2013-02-27,53,5,33,230,17,230,O3,SANGAT TIDAK SEHAT,DKI2
2013-02-28,47,6,21,185,7,185,O3,TIDAK SEHAT,DKI2
2013-03-01,48,8,24,125,14,125,O3,TIDAK SEHAT,DKI2
2013-03-02,54,7,26,216,12,216,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-03,63,7,33,217,14,217,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-04,46,5,26,217,14,217,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-05,44,5,38,132,16,132,O3,TIDAK SEHAT,DKI2
2013-03-06,103,17,80,99,35,103,PM10,TIDAK SEHAT,DKI1
2013-03-07,87,20,90,166,30,166,O3,TIDAK SEHAT,DKI2
2013-03-08,64,12,34,183,17,183,O3,TIDAK SEHAT,DKI2
2013-03-09,64,12,48,213,15,213,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-10,58,7,22,170,8,170,O3,TIDAK SEHAT,DKI2
2013-03-11,51,7,20,172,16,172,O3,TIDAK SEHAT,DKI2
2013-03-12,75,32,30,187,37,187,O3,TIDAK SEHAT,DKI2
2013-03-13,58,9,33,204,16,204,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-14,64,25,17,207,19,207,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-15,82,15,38,205,19,205,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-16,67,13,29,210,18,210,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-17,58,12,33,212,13,212,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-18,61,11,30,176,15,176,O3,TIDAK SEHAT,DKI2
2013-03-19,69,36,37,206,21,206,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-20,68,14,36,217,20,217,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-21,62,12,35,178,19,178,O3,TIDAK SEHAT,DKI2
2013-03-22,76,13,42,204,21,204,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-23,76,19,37,168,14,168,O3,TIDAK SEHAT,DKI2
2013-03-24,53,15,33,198,18,198,O3,TIDAK SEHAT,DKI2
2013-03-25,59,15,18,197,19,197,O3,TIDAK SEHAT,DKI2
2013-03-26,81,19,44,198,21,198,O3,TIDAK SEHAT,DKI2
2013-03-27,80,16,37,187,23,187,O3,TIDAK SEHAT,DKI2
2013-03-28,96,17,68,213,28,213,O3,SANGAT TIDAK SEHAT,DKI5
2013-03-29,79,13,37,276,19,276,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-30,61,18,23,263,18,263,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-31,54,10,23,267,12,267,O3,SANGAT TIDAK SEHAT,DKI2
2013-04-01,56,14,40,268,22,268,O3,SANGAT TIDAK SEHAT,DKI2
2013-04-02,67,17,40,92,23,92,O3,SEDANG,DKI3
2013-04-03,71,17,43,151,27,151,O3,TIDAK SEHAT,DKI4
2013-04-04,65,13,35,144,17,144,O3,TIDAK SEHAT,DKI4
2013-04-05,56,15,38,66,16,66,O3,SEDANG,DKI4
2013-04-06,51,20,23,132,16,132,O3,TIDAK SEHAT,DKI4
2013-04-07,70,9,23,63,15,70,PM10,SEDANG,DKI2
2013-04-08,56,25,42,167,25,167,O3,TIDAK SEHAT,DKI5
2013-04-09,56,10,37,167,23,167,O3,TIDAK SEHAT,DKI5
2013-04-10,63,14,28,99,19,99,O3,SEDANG,DKI3
2013-04-11,78,14,33,93,20,93,O3,SEDANG,DKI4
2013-04-12,63,14,33,54,21,63,PM10,SEDANG,DKI4
2013-04-13,58,8,22,38,16,58,PM10,SEDANG,DKI2
2013-04-14,114,6,15,60,15,114,PM10,TIDAK SEHAT,DKI2
2013-04-15,107,6,22,93,10,107,PM10,TIDAK SEHAT,DKI2
2013-04-16,62,13,30,90,22,90,O3,SEDANG,DKI4
2013-04-17,69,15,37,125,32,125,O3,TIDAK SEHAT,DKI3
2013-04-18,49,8,31,121,22,121,O3,TIDAK SEHAT,DKI1
2013-04-19,60,16,46,133,22,133,O3,TIDAK SEHAT,DKI5
2013-04-20,67,22,34,128,20,128,O3,TIDAK SEHAT,DKI5
2013-04-21,75,10,37,120,19,120,O3,TIDAK SEHAT,DKI4
2013-04-22,56,16,32,71,12,71,O3,SEDANG,DKI4
2013-04-23,73,18,54,77,20,77,O3,SEDANG,DKI1
2013-04-24,71,20,33,66,16,71,PM10,SEDANG,DKI5
2013-04-25,82,14,43,140,14,140,O3,TIDAK SEHAT,DKI5
2013-04-26,77,20,58,99,24,99,O3,SEDANG,DKI4
2013-04-27,68,16,26,75,11,75,O3,SEDANG,DKI4
2013-04-28,72,15,26,60,13,72,PM10,SEDANG,DKI4
2013-04-29,67,23,18,60,14,67,PM10,SEDANG,DKI4
2013-04-30,71,19,15,68,13,71,PM10,SEDANG,DKI4
2013-05-01,71,11,18,74,12,74,O3,SEDANG,DKI4
2013-05-02,56,12,33,83,19,83,O3,SEDANG,DKI5
2013-05-03,71,18,27,72,13,72,O3,SEDANG,DKI3
2013-05-04,78,24,21,94,12,94,O3,SEDANG,DKI3
2013-05-05,76,17,20,69,13,76,PM10,SEDANG,DKI4
2013-05-06,89,18,36,113,18,113,O3,TIDAK SEHAT,DKI4
2013-05-07,89,12,32,79,16,89,PM10,SEDANG,DKI4
2013-05-08,58,10,31,71,17,71,O3,SEDANG,DKI4
2013-05-09,67,18,28,77,17,77,O3,SEDANG,DKI4
2013-05-10,74,13,32,117,25,117,O3,TIDAK SEHAT,DKI5
2013-05-11,68,48,32,110,19,110,O3,TIDAK SEHAT,DKI3
2013-05-12,57,11,32,110,18,110,O3,TIDAK SEHAT,DKI4
2013-05-13,69,16,37,47,19,69,PM10,SEDANG,DKI4
2013-05-14,90,17,54,93,27,93,O3,SEDANG,DKI5
2013-05-15,82,19,40,56,28,82,PM10,SEDANG,DKI4
2013-05-16,69,14,35,64,28,69,PM10,SEDANG,DKI4
2013-05-17,87,27,30,77,18,87,PM10,SEDANG,DKI4
2013-05-18,68,27,36,135,21,135,O3,TIDAK SEHAT,DKI4
2013-05-19,77,18,31,133,28,133,O3,TIDAK SEHAT,DKI4
2013-05-20,54,14,34,154,28,154,O3,TIDAK SEHAT,DKI5
2013-05-21,81,19,32,127,24,127,O3,TIDAK SEHAT,DKI5
2013-05-22,88,36,62,58,16,88,PM10,SEDANG,DKI5
2013-05-23,68,39,53,149,24,149,O3,TIDAK SEHAT,DKI5
2013-05-24,63,22,30,119,24,119,O3,TIDAK SEHAT,DKI5
2013-05-25,77,13,24,99,25,99,O3,SEDANG,DKI4
2013-05-26,63,17,26,103,17,103,O3,TIDAK SEHAT,DKI4
2013-05-27,88,20,32,90,23,90,O3,SEDANG,DKI3
2013-05-28,70,23,33,78,25,78,O3,SEDANG,DKI2
2013-05-29,79,22,67,120,22,120,O3,TIDAK SEHAT,DKI4
2013-05-30,59,18,21,75,22,75,O3,SEDANG,DKI4
2013-05-31,52,13,20,60,24,60,O3,SEDANG,DKI4
2013-06-01,50,12,20,81,16,81,O3,SEDANG,DKI4
2013-06-02,67,16,42,69,27,69,O3,SEDANG,DKI4
2013-06-03,64,12,28,60,17,64,PM10,SEDANG,DKI4
2013-06-04,56,10,31,45,17,56,PM10,SEDANG,DKI4
2013-06-05,62,11,42,95,18,95,O3,SEDANG,DKI4
2013-06-06,53,9,32,48,14,53,PM10,SEDANG,DKI4
2013-06-07,76,18,53,149,29,149,O3,TIDAK SEHAT,DKI4
2013-06-08,111,25,62,129,21,129,O3,TIDAK SEHAT,DKI4
2013-06-09,68,33,42,153,21,153,O3,TIDAK SEHAT,DKI2
2013-06-10,59,23,28,113,20,113,O3,TIDAK SEHAT,DKI3
2013-06-11,66,19,35,116,19,116,O3,TIDAK SEHAT,DKI4
2013-06-12,37,10,33,55,12,55,O3,SEDANG,DKI4
2013-06-13,70,29,58,72,25,72,O3,SEDANG,DKI4
2013-06-14,56,23,51,71,13,71,O3,SEDANG,DKI5
2013-06-15,67,28,35,74,13,74,O3,SEDANG,DKI4
2013-06-16,85,33,71,151,21,151,O3,TIDAK SEHAT,DKI5
2013-06-17,84,15,53,124,19,124,O3,TIDAK SEHAT,DKI3
2013-06-18,78,14,54,65,25,78,PM10,SEDANG,DKI4
2013-06-19,64,18,35,60,15,64,PM10,SEDANG,DKI4
2013-06-20,68,21,45,74,17,74,O3,SEDANG,DKI2
2013-06-21,99,24,77,90,30,99,PM10,SEDANG,DKI4
2013-06-22,92,31,81,82,16,92,PM10,SEDANG,DKI4
2013-06-23,74,28,66,97,11,97,O3,SEDANG,DKI4
2013-06-24,106,34,40,114,18,114,O3,TIDAK SEHAT,DKI2
2013-06-25,87,39,45,140,21,140,O3,TIDAK SEHAT,DKI4
2013-06-26,93,40,34,101,26,101,O3,TIDAK SEHAT,DKI4
2013-06-27,83,52,58,89,26,89,O3,SEDANG,DKI4
2013-06-28,59,23,38,68,19,68,O3,SEDANG,DKI5
2013-06-29,87,34,81,79,14,87,PM10,SEDANG,DKI5
2013-06-30,73,40,35,69,14,73,PM10,SEDANG,DKI4
2013-07-01,63,30,31,71,20,71,O3,SEDANG,DKI4
2013-07-02,82,28,43,79,21,82,PM10,SEDANG,DKI4
2013-07-03,57,16,43,134,23,134,O3,TIDAK SEHAT,DKI3
2013-07-04,58,29,51,43,23,58,PM10,SEDANG,DKI2
2013-07-05,60,40,49,64,22,64,O3,SEDANG,DKI4
2013-07-06,58,22,46,56,15,58,PM10,SEDANG,DKI1
2013-07-07,83,19,58,65,16,83,PM10,SEDANG,DKI4
2013-07-08,104,36,98,109,17,109,O3,TIDAK SEHAT,DKI4
2013-07-09,72,20,36,121,18,121,O3,TIDAK SEHAT,DKI2
2013-07-10,57,14,37,104,20,104,O3,TIDAK SEHAT,DKI4
2013-07-11,80,19,45,118,26,118,O3,TIDAK SEHAT,DKI3
2013-07-12,60,28,45,88,21,88,O3,SEDANG,DKI4
2013-07-13,60,27,39,83,19,83,O3,SEDANG,DKI4
2013-07-14,35,13,32,74,20,74,O3,SEDANG,DKI2
2013-07-15,65,27,48,76,19,76,O3,SEDANG,DKI4
2013-07-16,77,31,43,66,23,77,PM10,SEDANG,DKI2
2013-07-17,74,20,50,117,25,117,O3,TIDAK SEHAT,DKI4
2013-07-18,75,19,45,84,20,84,O3,SEDANG,DKI4
2013-07-19,64,23,41,99,21,99,O3,SEDANG,DKI5
2013-07-20,76,19,39,129,17,129,O3,TIDAK SEHAT,DKI5
2013-07-21,77,25,56,105,22,105,O3,TIDAK SEHAT,DKI2
2013-07-22,62,21,40,112,19,112,O3,TIDAK SEHAT,DKI5
2013-07-23,81,23,81,93,23,93,O3,SEDANG,DKI5
2013-07-24,64,30,46,64,17,64,PM10,SEDANG,DKI2
2013-07-25,65,24,44,56,13,65,PM10,SEDANG,DKI4
